,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,n_nodes
scaled_tetra,-11.910463333129883,7.046689510345459,47.04086685180664,46.31782150268555,14.570956230163574,-10.791309356689453,-10.382126808166504,-1.9459751844406128,96.32917022705078,-12.268442153930664,53.324806213378906,-0.4373864233493805,42.5966796875,71.48443603515625,-7.240773677825928,-5.797586441040039,-11.930699348449707,-15.515615463256836,51.89858627319336,-5.626035690307617,21.335845947265625,35.34294891357422,-11.489151000976562,36.913665771484375,-9.396655082702637,-7.889815330505371,-6.608872890472412,26.961008071899414,-8.741264343261719,4
tetra-like,26.0302734375,22.02606201171875,90.00057220458984,41.76031494140625,7.662892818450928,-6.471584796905518,11.874082565307617,34.62040328979492,14.245843887329102,76.6254653930664,53.30508041381836,81.64437866210938,15.743840217590332,21.82311248779297,-4.173907279968262,122.8611831665039,-4.03684663772583,-1.7789173126220703,58.8003044128418,6.475052833557129,20.126171112060547,6.230066776275635,93.17903900146484,68.41421508789062,-5.388369560241699,-0.1834547221660614,0.2938595414161682,23.5140323638916,-4.162846088409424,12
rotated_tetra,-13.564395904541016,-2.122422456741333,46.369808197021484,37.658329010009766,9.887225151062012,-11.077729225158691,-10.830004692077637,-5.312896251678467,70.88876342773438,-14.072122573852539,48.52098846435547,-14.627002716064453,32.82238006591797,41.6656608581543,-7.881130218505859,-8.14984130859375,-12.323274612426758,-16.130393981933594,43.072784423828125,-6.047378063201904,19.13599967956543,22.36371612548828,-12.72149658203125,31.617908477783203,-9.415224075317383,-8.28661823272705,-5.21329927444458,20.498294830322266,-9.727652549743652,4
cube-like_2,53.03093338012695,68.4991455078125,66.27234649658203,19.0084228515625,7.087288856506348,0.653052568435669,38.40543746948242,57.932350158691406,9.355607032775879,83.02359771728516,24.862838745117188,51.143733978271484,12.158626556396484,5.834851264953613,1.995835781097412,86.63422393798828,4.392186164855957,57.276641845703125,12.744592666625977,31.393951416015625,23.828388214111328,-1.0789811611175537,99.50399780273438,9.03674602508545,1.4563604593276978,19.843746185302734,0.03045898675918579,7.2225341796875,13.168269157409668,16
oct-like,0.4862668216228485,-0.7731543183326721,57.533714294433594,46.426979064941406,8.27839183807373,-9.101334571838379,-9.026570320129395,8.8164644241333,14.077579498291016,9.81651782989502,63.098167419433594,60.40827178955078,22.729665756225586,20.363956451416016,-6.902944564819336,35.94761657714844,-8.596092224121094,-14.121915817260742,51.17497253417969,-2.6350531578063965,21.67316436767578,55.07262420654297,28.55897331237793,50.2024040222168,-7.369624614715576,-4.620894432067871,-6.089330196380615,18.834299087524414,-6.737127780914307,8
tetra,-13.564396858215332,-2.122422456741333,46.36981201171875,37.6583251953125,9.887224197387695,-11.077727317810059,-10.830004692077637,-5.312896251678467,70.88875579833984,-14.072121620178223,48.52098846435547,-14.627002716064453,32.82237243652344,41.66565704345703,-7.881129741668701,-8.14984130859375,-12.323273658752441,-16.130393981933594,43.07278060913086,-6.047377586364746,19.13599967956543,22.36371612548828,-12.721495628356934,31.617908477783203,-9.415223121643066,-8.28661823272705,-5.21329927444458,20.498294830322266,-9.727652549743652,4
dod-like,10.2806396484375,17.328662872314453,53.59800720214844,26.01077651977539,9.997167587280273,-5.123291492462158,1.4141438007354736,18.423736572265625,13.362043380737305,18.552152633666992,34.46364974975586,39.62813186645508,15.619141578674316,11.669623374938965,-2.0876502990722656,35.5866584777832,-3.4725427627563477,0.8564956784248352,26.859066009521484,1.3712265491485596,20.920385360717773,1.8809521198272705,37.4084358215332,20.434303283691406,-4.16691780090332,0.5162912607192993,-1.6251925230026245,10.880102157592773,-2.861172676086426,12
cube-like_1,4.43351411819458,0.9316104650497437,55.87051773071289,43.80952835083008,7.285134315490723,-8.049772262573242,-7.761620044708252,10.251553535461426,14.524718284606934,3.1822798252105713,58.75552749633789,64.75774383544922,21.32583236694336,17.1616153717041,-5.513704299926758,24.864826202392578,-7.292450428009033,-12.462423324584961,41.42851257324219,-4.458305835723877,21.331941604614258,13.07962417602539,29.9188175201416,39.58400344848633,-6.155198097229004,-2.4295654296875,-5.181545734405518,15.540878295898438,-5.8581223487854,10
oct,4.280742168426514,-1.8488926887512207,85.01559448242188,66.48770904541016,9.325431823730469,-9.171212196350098,-8.95002555847168,11.788920402526855,53.3620491027832,5.118495941162109,87.81001281738281,63.7424430847168,30.35456657409668,27.49215316772461,-6.478240489959717,52.1662712097168,-8.484086036682129,-13.57868480682373,75.82512664794922,0.32863324880599976,20.234846115112305,42.338714599609375,42.172607421875,63.275550842285156,-7.8935866355896,-5.23829460144043,-4.007347583770752,19.325143814086914,-6.7509989738464355,8
dod,4.371790885925293,1.5023938417434692,50.35421371459961,27.131059646606445,7.587071895599365,-6.516701698303223,-7.198907852172852,7.730095386505127,14.894181251525879,1.868800163269043,40.65952682495117,33.794368743896484,15.098727226257324,11.914932250976562,-4.240825176239014,23.911039352416992,-5.425269603729248,-9.423651695251465,31.011056900024414,-2.1684305667877197,17.38316535949707,0.5905891060829163,22.239355087280273,25.062389373779297,-5.291376113891602,-1.7764787673950195,-2.249251127243042,10.53622817993164,-1.4454294443130493,12
cube,-7.8401336669921875,-4.967430114746094,57.96254348754883,43.859615325927734,14.087308883666992,-8.663911819458008,-8.648780822753906,1.223581314086914,80.4695816040039,-11.31641674041748,54.740257263183594,-10.34616756439209,38.04365539550781,65.68962097167969,-2.5841240882873535,-7.575168609619141,-9.718073844909668,-13.178834915161133,49.85773468017578,1.1647751331329346,21.396507263183594,7.07292366027832,-9.265954971313477,23.321414947509766,-7.83542537689209,-6.592980861663818,2.023193120956421,14.36838150024414,-6.07293701171875,6
